artist,title,sale_year,price,low_estimate,high_estimate,auction_title
pablo picasso ,Le Thé: Deux Femmes nues et un chat,2020.0,40000.0,15000.0,20000.0,PRINTS AND MULTIPLES
pablo picasso ,Visage no. 125 (A.R. 477),2021.0,12500.0,6000.0,8000.0,Picasso Ceramics Online
henri matisse ,Chinoise au visage de face,2020.0,8750.0,7000.0,10000.0,Matisse on Paper: Prints & Drawings from the Estate of Jacquelyn Miller Matisse
paul cezanne ,Route tournante,2014.0,423125.0,375000.0,625000.0,IMPRESSIONIST/MODERN WORKS ON PAPER
sigmar polke ,Farbprobe (Auripigment) (Colour Test (Orpiment)),2017.0,78750.0,68250.0,89250.0,POST-WAR AND CONTEMPORARY ART
emil nolde ,"Marschlandschaft unter roten Wolken, Utenwarf",2013.0,361562.5,162500.0,237500.0,IMPRESSIONIST/MODERN WORKS ON PAPER
andy warhol ,Knives,2021.0,4000.0,3000.0,5000.0,First Open | Post-War & Contemporary Art
arman ,Cube Violon Brisé,2017.0,10500.0,10500.0,15750.0,ART CONTEMPORAIN - VENTE DU JOUR
egon schiele ,Mann auf dem Bauch liegend,2013.0,1171562.5,375000.0,500000.0,IMPRESSIONIST/MODERN WORKS ON PAPER
lucio fontana ,"Concetto spaziale, Attese",2021.0,840000.0,682500.0,892500.0,POST WAR & CONTEMPORARY ART
andré masson ,Le rêve d'une nonne,2013.0,7031.25,6250.0,8750.0,IMPRESSIONIST/MODERN
guy taplin ,Preening swan,2012.0,3125.0,2500.0,3750.0,SPORTING AND WILDLIFE ART
antonio saura ,Brigitte Bardot,2015.0,203175.0,126000.0,189000.0,ART CONTEMPORAIN VENTE DU SOIR
eugène zak ,Les marionnettes,2019.0,109375.0,62500.0,87500.0,IMPRESSIONIST AND MODERN ART DAY SALE
gerhard richter ,Loo Paper,2012.0,34375.0,25000.0,37500.0,POST WAR AND CONTEMPORARY ART DAY AUCTION
cyrus edwin dallin ,On the War Path,2020.0,32500.0,30000.0,50000.0,American Art Online
wilfrid gabriel de glehn,"The lagoon, Venice",2015.0,2343.75,2500.0,3750.0,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART; MARITIME ART; SPORTING & WILDLIFE ART"
alexander calder ,Untitled,2016.0,2527500.0,2500000.0,4500000.0,POST-WAR & CONTEMPORARY ART EVENING SALE
thomas hart benton ,Ozark Autumn,2015.0,4869000.0,2000000.0,3000000.0,AMERICAN ART
pablo picasso ,Le dormeur,2014.0,26250.0,26250.0,36750.0,MODERN ART
jean dubuffet ,Marche en campagne (Webel 1171),2016.0,5937.5,3750.0,6250.0,FIRST OPEN | EDITIONS
victor brauner ,Personnage à la baignoire,2014.0,9375.0,7500.0,10000.0,IMPRESSIONIST/MODERN WORKS ON PAPER
allen jones ,Spice (Lloyd 52),2013.0,2812.5,1000.0,1500.0,PRINTS & MULTIPLES
rembrandt harmensz. van rijn ,The Flight into Egypt: crossing a Brook,2017.0,14062.5,10000.0,15000.0,PRINTS & MULTIPLES
rené magritte ,Sans titre,2019.0,3750.0,5000.0,7500.0,IMPRESSIONIST AND MODERN WORKS ON PAPER
sigmar polke ,Untitled,2016.0,70312.5,62500.0,87500.0,FIRST OPEN | POST-WAR AND CONTEMPORARY ART | LONDON
kees van bohemen ,Ochtendwandeling,2015.0,21000.0,8400.0,12600.0,MODERN ART
claude monet ,L'église à Vétheuil,2018.0,3132500.0,1500000.0,2500000.0,IMPRESSIONIST AND MODERN ART EVENING SALE INCLUDING PROPERTY FROM THE COLLECTION OF HERBERT AND ADELE KLAPPER
michael ayrton ,Man at anvil,2012.0,8593.75,3750.0,6250.0,MODERN BRITISH AND IRISH ART
louis david saugy ,"Montée à l'alpage, 1945",2016.0,18360.0,15300.0,25500.0,SWISS ART
niki de saint phalle ,Sagittarius vase,2013.0,27562.5,12600.0,18900.0,"DAGNY ET JAN RUNNQVIST, GALERIE BONNIER, UN DEMI-SIÈCLE DE PASSION ET D'ENGAGEMENTS ARTISTIQUES"
gerhard richter ,25.3.08,2015.0,70312.5,25000.0,37500.0,POST-WAR AND CONTEMPORARY ART DAY AUCTION
marcel duchamp ,Tutu,2016.0,68750.0,20000.0,30000.0,IMPRESSIONIST & MODERN ART WORKS ON PAPER SALE
mark grotjahn ,Untitled (Full Color Butterfly Up the Middle White Sides 748),2017.0,612500.0,500000.0,700000.0,POST-WAR & CONTEMPORARY ART AFTERNOON SESSION
edward william cooke,"View across the Lagoon, Venice, sunset",2012.0,28125.0,25000.0,37500.0,VICTORIAN & BRITISH IMPRESSIONIST ART
pablo picasso ,Sans titre,2014.0,21875.0,12500.0,18750.0,IMPRESSIONIST/MODERN WORKS ON PAPER
henry taylor ,Untitled,2019.0,3125.0,2500.0,3750.0,First Open | Online
georges hugnet ,Homme qui marche,2015.0,1837.5,2100.0,3150.0,UN UNIVERS SURRÉALISTE: SUCCESSION MYRTILLE ET GEORGES HUGNET
stephan balkenhol ,Man with Boat,2019.0,62500.0,50000.0,70000.0,First Open | Online
damien hirst ,Mickey,2015.0,50000.0,18750.0,25000.0,PRINTS & MULTIPLES: FIRST IMPRESSION
albert marquet ,Le Grammont vu de Lausanne,2017.0,37500.0,25000.0,37500.0,IMPRESSIONIST AND MODERN ART DAY SALE
paul klee ,Ausblick aus e. Wald,2018.0,225000.0,200000.0,300000.0,IMPRESSIONIST AND MODERN ART WORKS ON PAPER
arnulf rainer ,Rote Hand (Red Hand),2021.0,118125.0,73500.0,105000.0,20th/21st Century: Amsterdam
sir alfred james munnings. ,"Looking across the river Barle, Withypool, Devon",2015.0,53125.0,6250.0,10000.0,"VICTORIAN, PRE RAPHAELITE & BRITISH IMPRESSIONIST ART"
maria spartali stillman ,"A lady with peacocks in a garden, an Italianate landscape beyond",2014.0,13281.25,6250.0,8750.0,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
kurt schwitters ,Ohne titel (Kork-Butterbrot),2017.0,200000.0,70000.0,100000.0,IMPRESSIONIST AND MODERN ART WORKS ON PAPER SALE
pablo picasso ,Oiseau sur la branche (A.R. 175),2019.0,4375.0,1250.0,2500.0,Picasso Ceramics Online
giulio paolini ,Untitled,2016.0,4987.5,4200.0,6300.0,POST-WAR AND CONTEMPORARY ART
guy bardone ,Plage de la Costa Brava; and a companion painting,2013.0,4375.0,2000.0,3000.0,INTERIORS
pablo picasso ,Autoportrait,2021.0,676200.0,210000.0,315000.0,COLLECTION GERARD VALKIER : A LIFETIME JOURNEY WITH ART.
eddie martinez ,Untitled,2020.0,23750.0,8000.0,12000.0,First Open
max beckmann ,Tanzendes Paar,2018.0,4687.5,3750.0,6250.0,PRINTS AND MULTIPLES
marc chagall ,L'Arbre,2013.0,509000.0,400000.0,600000.0,IMPRESSIONIST & MODERN WORKS ON PAPER SALE
andré derain ,Bords de rivière,2019.0,4715000.0,4000000.0,6000000.0,IMPRESSIONIST AND MODERN ART EVENING SALE
joan mitchell ,Untitled,2018.0,9087500.0,7000000.0,9000000.0,POST-WAR AND CONTEMPORARY ART EVENING SALE
andy warhol ,Jackie,2016.0,799500.0,800000.0,1200000.0,POST-WAR & CONTEMPORARY ART MORNING SALE
henri matisse ,Tête de femme au chapeau,2014.0,62500.0,50000.0,70000.0,IMPRESSIONIST & MODERN WORKS ON PAPER INCLUDING PROPERTY FROM THE ESTATE OF EDGAR M. BRONFMAN
maurice braun ,"Pond at Old Lyme, Connecticut",2015.0,20000.0,20000.0,30000.0,AMERICAN ART
henry thomas alken ,Get out of the way Sir; This fence is like small pox; Clearing the ditch; and Across the fields,2014.0,1093.75,1000.0,1500.0,SPORTING & WILDLIFE ART
paul jacoulet ,Le Pacifique mysterieux. Mers du Sud (1951),2019.0,3750.0,3750.0,6250.0,TOPOGRAPHICAL PICTURES INCLUDING SELECTIONS FROM THE KELTON COLLECTION
louis h. grimshaw ,"The Mansion House, London",2016.0,96875.0,50000.0,75000.0,"VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART"
pablo picasso ,Inès assise,2022.0,598500.0,375000.0,625000.0,20TH/21ST CENTURY: LONDON EVENING SALE
pablo picasso ,"Couple posant pour un peintre, from: Séries 347",2021.0,7812.5,1875.0,2500.0,Prints & Multiples
yayoi kusama ,Pumpkin,2013.0,30000.0,6000.0,8000.0,FIRST OPEN
fernand léger ,Nid d'oiseaux avec panneau bleu,2014.0,28125.0,25000.0,37500.0,IMPRESSIONIST/MODERN WORKS ON PAPER
tamuna sirbiladze ,Pickled Ass (from Map 3),2019.0,2656.25,3750.0,6250.0,First Open | Online
archibald thorburn ,Grouse shooting,2013.0,2500.0,1875.0,2500.0,SPORTING & WILDLIFE ART
henri matisse ,Catherinette,2020.0,15000.0,6000.0,8000.0,Matisse on Paper: Prints & Drawings from the Estate of Jacquelyn Miller Matisse
rob van koningsbruggen ,Untitled,2016.0,13125.0,8400.0,12600.0,POST-WAR AND CONTEMPORARY ART
tamuna sirbiladze ,Untitled (From Map 2),2021.0,3125.0,2500.0,3750.0,First Open: Post-War and Contemporary Art Online
heinz mack ,Dynamische Struktur (Dynamic Structure),2018.0,234675.0,210000.0,315000.0,POST-WAR & CONTEMPORARY ART
antonius höckelmann ,Sans titre,2021.0,3937.5,525.0,735.0,COLLECTION GERARD VALKIER : A LIFETIME JOURNEY WITH ART.
pablo picasso ,Femme se coiffant,2018.0,8448437.5,3125000.0,4375000.0,IMPRESSIONIST AND MODERN ART EVENING SALE
robert edward morrison ,Reverie,2015.0,8593.75,2500.0,5000.0,"VICTORIAN, PRE RAPHAELITE & BRITISH IMPRESSIONIST ART, MARITIME ART, SPORTING & WILDLIFE ART"
bridget riley ,Sequence Study; No 1,2012.0,72100.0,40000.0,60000.0,POST-WAR & CONTEMPORARY ART AFTERNOON SESSION
edward burra ,O'Neill (The Barman),2021.0,65625.0,31250.0,43750.0,MODERN BRITISH AND IRISH ART DAY SALE
henri martin ,Jeune femme nue,2018.0,68750.0,70000.0,100000.0,IMPRESSIONIST AND MODERN ART DAY SALE
darren woodhead ,Two ptarmigan; peregrine falcon; ptarmigan,2017.0,4062.5,1500.0,2250.0,"The Astor Collection from Tillypronie, Aberdeenshire"
raymond pettibon ,Untitled,2020.0,6250.0,6000.0,8000.0,First Open | Online
alighiero boetti ,Cinepresa e aste da microfono,2016.0,83475.0,10500.0,15750.0,ART CONTEMPORAIN VENTE DU JOUR
jasper johns ,Flags I (ULAE 128),2013.0,989000.0,250000.0,350000.0,POST-WAR AND CONTEMPORARY MORNING SESSION
horace fisher ,The orange sellers,2015.0,5625.0,5000.0,7500.0,"VICTORIAN, PRE RAPHAELITE & BRITISH IMPRESSIONIST ART"
john cyril harrison ,A golden eagle in flight above a rocky landscape,2017.0,5000.0,1000.0,1500.0,"The Astor Collection from Tillypronie, Aberdeenshire"
andy warhol ,Diana Ross and Barry Diller,2022.0,4032.0,4000.0,6000.0,The Andy Warhol Diaries
antonio maria zanetti i,"The Interior of a Temple, or: The Pagans assemble around the Statue of Jupiter to worship",2020.0,3125.0,3750.0,5000.0,Old Master Prints
pablo picasso ,Françoise en soleil,2018.0,18750.0,18000.0,25000.0,PRINTS AND MULTIPLES
peter kuhfeld ,"Enfilade towards the Grand Canal, Palazzo Barbaro",2020.0,5468.75,1250.0,2500.0,"CHIEVELEY HOUSE, BERKSHIRE AND FIVE PRIVATE COLLECTIONS"
rene auberjonois ,"Lens, 1902",2016.0,14688.0,15300.0,20400.0,SWISS ART
sam francis ,Leo Rising (SFE 078),2019.0,6250.0,5000.0,7000.0,CONTEMPORARY EDITION
william pope.l ,Gray People Fink Sunshine,2021.0,8593.75,5000.0,7500.0,First Open: Post-War & Contemporary Art Online
pablo picasso ,Pichet têtes (A.R. 221),2021.0,10000.0,2500.0,3500.0,Picasso Ceramics Online
mariano rodríguez ,Pelea de gallos,2016.0,1087500.0,800000.0,1200000.0,LATIN AMERICAN ART
roger de la fresnaye ,"La conquête de l'air, avec deux personnages",2017.0,2489025.0,1050000.0,1575000.0,ART IMPRESSIONNISTE ET MODERNE
julian schnabel ,Untitled (For Rose),2013.0,3750.0,3000.0,5000.0,FIRST OPEN: SUMMER EDITION
francisco de goya y lucientes ,Los Desastres de la Guerra,2017.0,62500.0,12500.0,18750.0,PRINTS AND MULTIPLES
ellsworth kelly ,Blue/Red-Orange,2016.0,6875.0,3000.0,5000.0,FIRST OPEN | EDITIONS
pablo picasso ,Tête de faune (A.R. 51),2020.0,12500.0,5000.0,7000.0,Picasso Ceramics
liu lui ,Three Muses,2014.0,184500.0,180000.0,270000.0,ASIAN AND WESTERN 20TH CENTURY & CONTEMPORARY ART
pablo picasso ,"Sculpteurs, modèles et sculpture, from La Suite Vollard",2018.0,13750.0,7000.0,10000.0,PRINTS AND MULTIPLES
eero saarinen ,"TWO 'GRASSHOPPER' LOUNGE CHAIRS, DESIGNED 1950",2018.0,8750.0,4000.0,6000.0,JF CHEN COLLECTION
pablo picasso ,Le modèle dans l'atelier,2022.0,4552500.0,3750000.0,5000000.0,20TH/21ST CENTURY: LONDON EVENING SALE
edzard koning ,Town view by night,2013.0,2625.0,1260.0,1680.0,NINETEEN TO NOW
robert rauschenberg ,"Statue of Liberty, from New York, New York",2017.0,4000.0,3000.0,5000.0,Contemporary Edition
marc chagall ,La Nuit de Saint Paul,2020.0,4687.5,3125.0,4375.0,Prints & Multiples: Modern to Pop
willem de kooning ,Untitled,2021.0,40000.0,40000.0,60000.0,First Open | Post-War & Contemporary Art
christopher wilmarth ,Normal Drawing,2017.0,35000.0,10000.0,15000.0,THE COLLECTION OF PAUL F. WALTER
marcel duchamp ,"De ou par Marcel Duchamp ou Rrose Sélavy (La Boîte-en-valise), série F",2018.0,222075.0,210000.0,315000.0,SHE WAS A GIANT COLLECTION BÉNÉDICTE PESLE
mary mccartney ,Kate Unzipping,2019.0,25000.0,1875.0,3125.0,The George Michael Collection Online Auction
louis valtat ,Jeune femme à la marinière,2019.0,5906.25,6300.0,8400.0,IMPRESSIONIST & MODERN ART
pablo picasso ,"Sculpteur et trois Danseuses sculptées, planche issue de la Suite Vollard (Bloch 217; Bear 421 B.d.)",2014.0,10500.0,6300.0,8400.0,COLLECTION WILLEM PEPPLER
odilon redon ,Orchidée fantastique,2017.0,62500.0,20000.0,30000.0,BETSY BLOOMINGDALE: A LIFE IN STYLE
manolo millares ,El Inquisidor (The Inquisitor),2018.0,218750.0,112500.0,150000.0,POST-WAR AND CONTEMPORARY ART DAY AUCTION
john koch ,Red Shirt,2021.0,12500.0,12000.0,18000.0,AMERICAN ART
auguste rodin ,"Tête de Balzac, derniere état, version au col coupé derrière l'oreille",2012.0,47500.0,25000.0,35000.0,IMPRESSIONIST AND MODERN ART DAY SALE
mimmo rotella ,Sans titre,2021.0,31500.0,26250.0,36750.0,COLLECTION GERARD VALKIER : A LIFETIME JOURNEY WITH ART.
théo van rysselberghe ,"Silhouette de Madame Georges Flé (Laure Flé) à Ambleteuse ; Laure Flé, Étude pour une composition",2020.0,39375.0,31500.0,52500.0,ART MODERNE
frederick h. evans (1853-1943,"Westminster Abbey, South Aisle and into Nave, 1911",2015.0,10000.0,8000.0,12000.0,PHOTOGRAPHS
maximilien luce ,Jour de marché à Gisors (rue Cappeville),2019.0,150937.5,42000.0,63000.0,IMPRESSIONIST & MODERN ART
henry mayo bateman ,The Colonel in the Chair (i); The Colonel talks to the Exchange (ii),2018.0,9375.0,1500.0,2250.0,ANNABEL'S
henri matisse ,Coupe de pêches,2020.0,40000.0,20000.0,30000.0,Matisse on Paper: Prints & Drawings from the Estate of Jacquelyn Miller Matisse
le corbusier ,"Nature morte, carafe, verre, bouteille et dé",2017.0,112500.0,90000.0,120000.0,IMPRESSIONIST AND MODERN ART WORKS ON PAPER
afro ,Santa Fe’,2014.0,213125.0,187500.0,250000.0,THE ITALIAN SALE
fernand léger ,Visage aux deux mains,2020.0,14437.5,10500.0,15750.0,Art Contemporain et Design - vente online
ellsworth kelly ,Untitled (Orange State III),2017.0,7500.0,5000.0,7000.0,Contemporary Edition
mark shaw ,"Audrey Hepburn, 1953",2019.0,4200.0,2100.0,3150.0,ICONS OF GLAMOUR & STYLE : THE CONSTANTINER COLLECTION
francis picabia ,Sans titre,2019.0,75000.0,50000.0,87500.0,IMPRESSIONIST AND MODERN WORKS ON PAPER
christopher wood ,Two women,2013.0,4062.5,2500.0,5000.0,MODERN BRITISH AND IRISH ART
cuno amiet ,"Kleinkind, 1911",2017.0,22950.0,18360.0,25500.0,SWISS ART
maynard dixon ,Study for 'Hopi Weaver',2019.0,11875.0,12000.0,18000.0,American Art Online
fernand léger ,Cheval sur fond orange,2016.0,13125.0,10500.0,15750.0,ART MODERNE
karel appel ,La Fleur et les oiseaux (The Flower and the Birds),2018.0,322875.0,262500.0,367500.0,POST-WAR & CONTEMPORARY ART
robert mangold ,Untitled,2016.0,933125.0,375000.0,625000.0,POST-WAR AND CONTEMPORARY ART EVENING AUCTION
karl benjamin ,"#8, 1967",2014.0,23437.5,18750.0,25000.0,FIRST OPEN/LDN
lucio fontana ,"Concetto spaziale, Attese",2015.0,1383125.0,750000.0,1000000.0,THE ITALIAN SALE
ventura salimbeni ,The head and shoulders of a man,2018.0,4687.5,1000.0,1500.0,"Old Master Works on Paper: Prints and Drawings for under £5,000"
adam fuss ,"Untitled #883, 1998",2015.0,25000.0,25000.0,35000.0,PHOTOGRAPHS
sol lewitt ,Bands in Four Directions (Red/Blue),2019.0,3250.0,2000.0,3000.0,CONTEMPORARY EDITION
george elgar hicks ,Alone,2018.0,21875.0,7500.0,10000.0,"BRITISH ART: VICTORIAN, PRE RAPHAELITE & BRITISH IMPRESSIONIST ART"
man ray ,La Poire d'Erik Satie,2021.0,131250.0,21000.0,31500.0,MAN RAY ET LES SURRÉALISTES. COLLECTION LUCIEN ET EDMONDE TREILLARD
joan miro ,"Untitled, Drawing-Collage",2012.0,242500.0,120000.0,180000.0,IMPRESSIONIST AND MODERN WORKS ON PAPER
james ensor ,"Les Masques scandalisés (Scandalized Masks) (D., Cr., T. 99; E. 101)",2014.0,3437.5,1875.0,2500.0,JAMES ENSOR PRINTS: THE MIRA JACOB COLLECTION
christian marclay ,Krak,2019.0,12500.0,750.0,1000.0,The George Michael Collection Online Auction
paul gauguin ,Portrait d'enfant,2016.0,130625.0,62500.0,100000.0,IMPRESSIONIST & MODERN ART DAY SALE
pablo picasso ,Banderilleros (A.R. 419),2019.0,13281.25,7500.0,10000.0,Picasso Ceramics Online
mariano rodríguez ,Guajiros a caballo y mujer con sombrilla,2018.0,52500.0,40000.0,60000.0,LATIN AMERICAN ART
osvaldo licini ,Croci viventi,2020.0,65625.0,63000.0,84000.0,THINKING ITALIAN MILAN
william macdonald ,The peacock,2014.0,4687.5,1250.0,1875.0,THE NEIL WILSON COLLECTION: A ROMANTIC VISION
joseph christian leyendecker ,The Toymaker,2017.0,336500.0,150000.0,250000.0,AMERICAN ART
pedro friedeberg ,Handkerchief of a Mayan Virgin on the Day of Her Sacrifice and Execution (Pañuelo de una virgen maya el día de su sacrificio y ejecución),2020.0,1375.0,3000.0,5000.0,Vice
camille pissarro ,"Le jardin de Maubuisson, vu vers la côte Saint-Denis, Pontoise",2018.0,972500.0,1000000.0,1500000.0,IMPRESSIONIST AND MODERN ART EVENING SALE INCLUDING PROPERTY FROM THE COLLECTION OF HERBERT AND ADELE KLAPPER
frederick hall ,The young performers,2015.0,6250.0,6250.0,8750.0,"VICTORIAN, PRE RAPHAELITE & BRITISH IMPRESSIONIST ART"
pablo picasso ,Le peintre à la palette,2015.0,17500.0,8000.0,12000.0,PRINTS & MULTIPLES
michael ayrton ,Daedalus and Icarus,2018.0,7812.5,2500.0,3750.0,Modern/British & Irish Art
gerald leslie brockhurst,Dorinda,2015.0,28906.25,6250.0,10000.0,"MODERN BRITISH AND IRISH ART DAY SALE, LONDON"
george edward lodge ,Spring in the forest,2017.0,10156.25,5000.0,7500.0,"THE ASTOR COLLECTION FROM TILLYPRONIE, ABERDEENSHIRE"
gerhard von graevenitz ,Weisse Struktur (Zentrische Progression III),2012.0,31290.0,10500.0,15750.0,POST-WAR AND CONTEMPORARY ART
marino marini ,Guerriero,2014.0,228125.0,225000.0,275000.0,THE ITALIAN SALE
henri martin ,Vue de Labastide-du-Vert,2015.0,363125.0,150000.0,225000.0,IMPRESSIONIST & MODERN ART DAY SALE
andy warhol ,Flowers,2012.0,152250.0,84000.0,126000.0,ART CONTEMPORAIN
keith haring ,"Flowers 5, from Flowers 1-5",2020.0,18750.0,12000.0,18000.0,Working from Home: Prints and Multiples
gerhard richter ,Untitled (16.3.89),2019.0,43750.0,31250.0,43750.0,POST-WAR AND CONTEMPORARY ART DAY AUCTION
eliot hodgkin ,Currants,2017.0,17187.5,10000.0,15000.0,MODERN BRITISH & IRISH ART DAY SALE
andy warhol ,Two Dollar Bill,2013.0,305000.0,240000.0,300000.0,POST-WAR AND CONTEMPORARY MORNING SESSION
sir william hamo thornycroft,The Mower,2014.0,17187.5,3750.0,6250.0,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
fritz schwimbeck ,"Angst (Originalentwurf zu ""Das grüne Gesicht"" von G. Meyrink, Verlag G. Müller, 1917)",2013.0,10156.25,1000.0,1500.0,IMPRESSIONIST/MODERN WORKS ON PAPER
pablo picasso ,"Modèle accoudé sur un tableau, from: La Suite Vollard",2017.0,12500.0,8750.0,12500.0,PRINTS AND MULTIPLES
rirkrit tiravanija ,"untitled 2018 (the days of this society is numbered, new york times, june 18, 2018)",2018.0,62500.0,50000.0,70000.0,POST-WAR TO PRESENT
walter leblanc ,Torsions P.F.X 270,2012.0,13125.0,6300.0,8400.0,POST-WAR AND CONTEMPORARY ART
theodoros stamos ,White Spring I,2022.0,277200.0,180000.0,250000.0,POST-WAR TO PRESENT
otto piene ,Light and Smoke (Accumulation),2015.0,278775.0,189000.0,262500.0,POST-WAR AND CONTEMPORARY ART
frans harrewyn,Maison Hilwerue a Anvers & Parties de la Maison Hilwerue à Anvers,2015.0,2500.0,1000.0,1500.0,OLD MASTER PRINTS
willem de kooning ,Untitled XXXI,2014.0,21165000.0,8000000.0,12000000.0,POST-WAR AND CONTEMPORARY EVENING SALE
roberto fabelo ,Rinocerontes románticos,2022.0,50000.0,40000.0,60000.0,Latin American Art Online
félix elie tobeen ,Nature morte aux fleurs,2012.0,2887.5,1050.0,1575.0,IMPRESSIONIST AND MODERN ART
takashi murakami ,Eye Love SUPERFLAT,2017.0,62500.0,60000.0,80000.0,POST-WAR & CONTEMPORARY ART AFTERNOON SESSION
john currin ,Jamita,2017.0,343500.0,350000.0,450000.0,POST-WAR AND CONTEMPORARY ART AFTERNOON SESSION
"john frederick herring, snr. ",Pigs and piglets in a farmyard,2014.0,13281.25,7500.0,10000.0,SPORTING & WILDLIFE ART
henri martin ,Autoportrait à La Bastide-du-Vert,2019.0,234375.0,125000.0,187500.0,IMPRESSIONIST AND MODERN ART DAY SALE
mimmo rotella ,Corsi speciali,2019.0,25000.0,22500.0,31250.0,First Open | Online
claude monet ,La Méditerranée,2021.0,7110000.0,4000000.0,6000000.0,20TH CENTURY EVENING SALE
antoni tàpies ,Creu sobre cap,2019.0,781.25,1250.0,1875.0,Modern Edition
tom wesselmann ,Untitled,2018.0,81250.0,37500.0,50000.0,POST-WAR TO PRESENT
marc chagall ,Psaumes de David,2020.0,6250.0,6250.0,8750.0,Modern Edition: Works on Paper and Prints
pablo picasso ,Visage no. 197 (A.R. 494),2020.0,15000.0,5000.0,7000.0,Picasso Ceramics
alexander calder ,Untitled,2015.0,273125.0,125000.0,187500.0,POST-WAR AND CONTEMPORARY ART DAY AUCTION
mario sironi ,Cavaliere,2013.0,3125.0,1875.0,2500.0,IMPRESSIONIST/MODERN
william neave parker ,Animal Husbandry; and the life-cycle of the house fly,2017.0,625.0,1000.0,1500.0,"The Astor Collection from Tillypronie, Aberdeenshire"
isaac brest ,Upon Further Examination,2019.0,5468.75,5000.0,7500.0,First Open | Online
max ernst ,Tête de feuilles,2018.0,32812.5,31500.0,52500.0,SHE WAS A GIANT COLLECTION BÉNÉDICTE PESLE
félix elie tobeen ,Bol et citrons,2012.0,6300.0,1575.0,2625.0,IMPRESSIONIST AND MODERN ART
bruce conner ,Untitled,2017.0,2500.0,1000.0,1500.0,Contemporary Edition
sir peter markham scott ,"Bufflehead ducks, common goldeneyes, long-tailed and harlequin ducks",2013.0,2500.0,1875.0,2500.0,SPORTING & WILDLIFE ART
captain richard aldworth oliver,"The artist's sketchbook including views of Teneriffe, H.M.S. ""Fly"" at Trincomalee, India, Trincomalee, Indonesia, a panorama of St Helena, Penang and Jamaica",2016.0,4375.0,3750.0,6250.0,TOPOGRAPHICAL PICTURES
brice marden ,Two Drawings for One Wall,2014.0,1685000.0,800000.0,1200000.0,POST-WAR AND CONTEMPORARY EVENING SALE
paul fordyce maitland ,"Kensington Gardens, End of August",2014.0,5468.75,1875.0,3125.0,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
hugues claude pissarro ,L'Avenue de la gare à Rennes,2013.0,10000.0,6000.0,8000.0,INTERIORS
eugène boudin ,Falaise d'Étretat,2017.0,3575.0,1560.0,2340.0,DEAR MONSIEUR MONET
andré brasilier ,Cavalcade jaune,2017.0,17187.5,6250.0,8750.0,IMPRESSIONIST AND MODERN WORKS ON PAPER
john atkinson grimshaw ,Autumn Evening,2016.0,168125.0,150000.0,225000.0,"VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART"
auguste rodin ,"Eve, grand modèle—version sans rocher à la base rectangulaire",2018.0,4752500.0,6000000.0,8000000.0,IMPRESSIONIST AND MODERN ART EVENING SALE INCLUDING PROPERTY FROM THE COLLECTION OF HERBERT AND ADELE KLAPPER
bart van der leck ,Goat - study for a tile,2013.0,1312.5,1050.0,1575.0,NINETEEN TO NOW
ed ruscha ,Idle,2019.0,350000.0,350000.0,550000.0,POST-WAR AND CONTEMPORARY ART AFTERNOON SESSION
david bomberg ,Summer flowers,2012.0,40562.5,18750.0,31250.0,MODERN BRITISH AND IRISH ART DAY SALE
richard pettibone ,"Jasper Johns, ""Drawer,"" 1957",2013.0,37500.0,30000.0,40000.0,POST-WAR & CONTEMPORARY AFTERNOON SESSION
pablo picasso ,Femme au Corsage à Fleurs,2016.0,93750.0,70000.0,100000.0,PRINTS & MULTIPLES
thomas francis dicksee ,Jessica,2014.0,20312.5,12500.0,18750.0,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
philip wilson steer ,Girl in a large hat,2012.0,15625.0,15000.0,20000.0,VICTORIAN & BRITISH IMPRESSIONIST ART
joseph kosuth ,"Zero & Not #7 (Installations-Fragment Freud Museum, Vienna)",2021.0,1706.25,3150.0,5250.0,20th/21st Century: Amsterdam
john hoyland,29.5.68,2015.0,93125.0,50000.0,75000.0,MODERN BRITISH AND IRISH ART DAY SALE
edmund gill ,Aberystwyth,2012.0,5000.0,3750.0,6250.0,VICTORIAN & BRITISH IMPRESSIONIST ART
fernand léger ,Visage aux deux mains,2016.0,26250.0,10500.0,15750.0,ART MODERNE
paul eluard ,Le cirque (Triptyque),2015.0,6300.0,1575.0,2625.0,UN UNIVERS SURRÉALISTE: SUCCESSION MYRTILLE ET GEORGES HUGNET
henry moore ,Reclining figure: Blanket,2016.0,145625.0,125000.0,187500.0,MODERN BRITISH & IRISH ART DAY SALE
constantin brancusi ,"Léda, 1924",2019.0,59062.5,31500.0,42000.0,PHOTOGRAPHIES
graham sutherland ,Root Study,2013.0,1875.0,1000.0,1500.0,MODERN BRITISH & IRISH ART
edouard vuillard ,"Intérieur a la suspension, from Paysages et Intérieurs",2019.0,6250.0,3000.0,5000.0,INTERIORS
