artist,title,currency,sale_year,sold,price,low_estimate,high_estimate,auction_title
ernst ludwig kirchner ,Zwei liegende Akte,USD,2014.0,1,205625.0,125000.0,187500.0,IMPRESSIONIST/MODERN WORKS ON PAPER
ernst samuel geiger ,"Abend, 1913",USD,2016.0,1,7344.0,8160.0,12240.0,SWISS ART
jasper johns ,Untitled,USD,2015.0,1,3250.0,2000.0,3000.0,FIRST IMPRESSION
henry moore ,Fledgling,USD,2021.0,1,20312.5,6250.0,8750.0,MODERN BRITISH ART DAY SALE
roy lichtenstein ,"Imperfect 67 x 79 7/8"", from Imperfect Series",USD,2018.0,1,100000.0,60000.0,80000.0,PRINTS AND MULTIPLES
pablo picasso ,Visage no. 197 (A.R. 494),USD,2018.0,1,23437.5,6250.0,10000.0,Picasso Ceramics - Online
karel appel ,Blue Nude,USD,2021.0,1,21000.0,12600.0,18900.0,Post-War and Contemporary Art Amsterdam
rené daniëls ,Gespletenheid Geaccepteerd (Disunity Accepted),USD,2016.0,1,190575.0,157500.0,210000.0,POST-WAR AND CONTEMPORARY ART
kees verwey ,A colourful bouquet,USD,2013.0,1,11812.5,6300.0,8400.0,IMPRESSIONIST AND MODERN ART
pablo picasso ,Grand vase aux femmes voilées (Alain Ramié 116; Georges Bloch 21),USD,2013.0,1,316575.0,126000.0,189000.0,ART IMPRESSIONNISTE ET MODERNE
maurice utrillo ,Eglise de Saint-Hilarion (Seine-et-Oise),USD,2014.0,1,58275.0,52500.0,73500.0,ART MODERNE
colin w. burns ,"The dunes at Waxham, Norfolk",USD,2016.0,1,2812.5,2500.0,3750.0,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
william joseph julius caesar bond ,Hay barge in open water,USD,2014.0,1,2343.75,1875.0,2500.0,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
pablo picasso ,Profil de Jacqueline (A.R. 383),USD,2021.0,1,10000.0,5000.0,7000.0,Picasso Ceramics Online
elmgreen & dragset ,Powerless Structures Fig 171,USD,2020.0,1,14437.5,8400.0,12600.0,Post-War & Contemporary Art: Amsterdam
christopher richard wynne nevinson,The Temples of New York,USD,2015.0,1,15625.0,6250.0,8750.0,"MODERN BRITISH AND IRISH ART DAY SALE, LONDON"
werner drewes ,Pastorale,USD,2018.0,1,10625.0,4000.0,6000.0,American Art Online
bernard buffet ,Clown au chapeau noir fond rouge,USD,2017.0,1,727500.0,300000.0,500000.0,IMPRESSIONIST AND MODERN ART DAY SALE
john bock ,Untitled (Ghost of Skipholt),USD,2020.0,1,750.0,500.0,700.0,Christie's 100
helmut newton ,"Classic Portfolio (Helmut Newton Photographien), 1998",USD,2021.0,1,124687.5,105000.0,157500.0,PHOTOGRAPHIES
john ford clymer ,Red Dust,USD,2020.0,1,175000.0,150000.0,250000.0,THE LEGEND OF THE WEST: ICONIC WORKS FROM THE T. BOONE PICKENS COLLECTION
archibald thorburn ,Polygonum,USD,2017.0,1,1875.0,625.0,875.0,"The Astor Collection from Tillypronie, Aberdeenshire"
michael kirkham ,Untitled,USD,2022.0,0,0.0,6300.0,8400.0,20th/21st Century: Amsterdam
rené magritte ,Le sourire du diable,USD,2013.0,1,379575.0,315000.0,525000.0,ART IMPRESSIONNISTE ET MODERNE
gary hume ,Untitled (Four Doors),USD,2012.0,1,3750.0,1875.0,3125.0,POST WAR AND CONTEMPORARY ART 1990 TO NOW
barry mcgee ,Venice Wall,USD,2013.0,1,40000.0,25000.0,35000.0,FIRST OPEN
joan miró ,Personnage,USD,2016.0,1,34375.0,25000.0,37500.0,IMPRESSIONIST & MODERN ART WORKS ON PAPER
mimi parent ,Au Lion d'or,USD,2018.0,1,9843.75,3150.0,5250.0,"POST-WAR AND CONTEMPORARY ART PARIS, DAY SALE"
aristide maillol ,Nu agenouillé,USD,2019.0,1,3412.5,2100.0,3150.0,ART MODERNE
ansel adams ,"Monolith, The Face of Half Dome, Yosemite National Park, c. 1926",USD,2020.0,1,25000.0,20000.0,25000.0,Photographs
max beckmann ,Bei der Toilette (Two Women Dressing),USD,2021.0,1,9375.0,15000.0,20000.0,A GRAPHIC DIALOGUE: PRINTS FROM THE COLLECTION OF LOIS B. TORF
"elizabeth rossetti, née siddal ","Study of a woman and a man seated on the ground, a further male figure standing behind",USD,2018.0,1,3125.0,1250.0,1875.0,VICTORIAN PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART
yoshitomo nara ,Sleepless Night Sitting,USD,2020.0,1,87500.0,30000.0,50000.0,First Open | Online
marc chagall ,Vue de la fenêtre sur Central Park,USD,2014.0,1,221000.0,200000.0,300000.0,IMPRESSIONIST & MODERN WORKS ON PAPER SALE
richard mortenssen ,Sans titre,USD,2020.0,1,1050.0,420.0,630.0,The Fall/Winter Modern Art Week 2020
leonor fini ,La Nuit vaincue,USD,2016.0,1,4750.0,1200.0,1500.0,PRINTS & MULTIPLES FEATURING THE GILBERT E. KAPLAN COLLECTION OF SURREALIST PRINTS
jonas lie ,On the Wings of the Morning,USD,2020.0,1,87500.0,60000.0,80000.0,American Art Online
"joseph edward southall, r.b.s.a., n.e.a.c. ",Study of a standing female observed from behind and a study of the head of a lady,USD,2014.0,1,1250.0,750.0,1000.0,THE NEIL WILSON COLLECTION: A ROMANTIC VISION
francis picabia ,What men have on their minds,USD,2015.0,1,28125.0,15000.0,22500.0,IMPRESSIONIST/MODERN WORKS ON PAPER
david hockney ,Dale and Mo,USD,2018.0,1,56250.0,31250.0,43750.0,MODERN BRITISH ART DAY SALE
ernie barnes ,The Red Wall,USD,2022.0,1,63000.0,50000.0,70000.0,POST-WAR TO PRESENT
fernand léger ,"Les deux amoureux, 1er état",USD,2018.0,1,1285937.5,1000000.0,1500000.0,IMPRESSIONIST AND MODERN ART EVENING SALE
george turner ,"A quiet pool, near Stanton-by-Bridge",USD,2013.0,1,3125.0,1875.0,2500.0,VICTORIAN & BRITISH IMPRESSIONIST ART
andré brasilier ,Cavalcade dans les flots,USD,2018.0,1,54687.5,50000.0,75000.0,IMPRESSIONIST AND MODERN ART DAY SALE
richard diebenkorn ,Untitled,USD,2018.0,1,137500.0,80000.0,120000.0,POST-WAR AND CONTEMPORARY ART MORNING SESSION
patrick caulfield,Study,USD,2020.0,1,117187.5,50000.0,75000.0,MODERN BRITISH ART DAY SALE
richard diebenkorn ,Nude—Elbow on Knee,USD,2018.0,1,1152500.0,800000.0,1200000.0,POST-WAR AND CONTEMPORARY ART EVENING SALE
julia chiang ,Wet and Breezy,USD,2020.0,1,32500.0,18000.0,25000.0,POST-WAR & CONTEMPORARY ART DAY SALE
"wilfred gabriel de glehn, n.e.a.c. ",A reclining nude with a subsidiary study of arm,USD,2019.0,1,1093.75,1875.0,2500.0,"BRITISH ART: VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
salvador dalí ,Coming back (Projet pour un deux pièces de plage),USD,2018.0,1,94500.0,42000.0,63000.0,ART MODERNE
peter lindbergh ,"Cindy Crawford, Tatjana Patitz, Helena Christensen, Linda Evangelista, Claudia Schiffer, Naomi Campbell, Karen Mulder, Stephanie Seymour, American Vogue, Brooklyn, New York, 1991",USD,2019.0,1,23625.0,8400.0,10500.0,PHOTOGRAPHIES
paul klee ,Forellenbach Miniatürartig (Trout Brook Miniature-like),USD,2015.0,1,393125.0,100000.0,150000.0,IMPRESSIONIST/MODERN WORKS ON PAPER
marc chagall ,Les amoureux au bouquet,USD,2013.0,1,571562.5,437500.0,687500.0,IMPRESSIONIST/MODERN DAY SALE
pablo picasso ,Corrida sur fond noir (A.R. 198),USD,2019.0,1,6562.5,5000.0,7500.0,Picasso Ceramics Online
norman rockwell ,Profile of a World War I Sailor,USD,2019.0,1,16250.0,15000.0,25000.0,American Art Online
sophie anderson ,The Thrush's Nest,USD,2015.0,1,14062.5,12500.0,18750.0,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
mimmo rotella ,Unione A T,USD,2017.0,1,10156.25,5000.0,7500.0,on paper | online
karel appel ,Running Boy with Bird,USD,2018.0,1,34125.0,26250.0,36750.0,POST-WAR & CONTEMPORARY ART
pierre bonnard ,Le jardin public,USD,2021.0,1,343750.0,100000.0,150000.0,IMPRESSIONIST AND MODERN ART DAY AND WORKS ON PAPER SALE
sean scully ,Wall of Light Reef,USD,2015.0,1,693125.0,375000.0,625000.0,POST-WAR AND CONTEMPORARY ART EVENING AUCTION
robert indiana ,American Dreams No. 5 (The Golden Five),USD,2022.0,1,5512.5,5000.0,7500.0,Prints and Multiples
sam moyer ,Untitled,USD,2020.0,1,11250.0,8000.0,12000.0,First Open | Online
a.r. penck ,Zen-Trum,USD,2021.0,1,195312.5,18750.0,25000.0,POST-WAR AND CONTEMPORARY ART DAY SALE
rembrandt harmensz. van rijn ,"The Card Player (B., Holl. 136; H. 190)",USD,2012.0,1,1875.0,1875.0,3125.0,PRINTS & MULTIPLES INCLUDING AN IMPORTANT COLLECTION BY HENRY MOORE
james smetham ,The Mandolin,USD,2017.0,1,595937.5,125000.0,187500.0,VICTORIAN PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART
rené burri ,"Pablo Picasso, Nîmes France, 1957",USD,2017.0,1,5250.0,4200.0,6300.0,PHOTOGRAPHIES
pablo gargallo ,Espagnole à la mantille (Version I),USD,2016.0,1,426250.0,187500.0,250000.0,FROM ANCIENT TO MODERN: A DISTINGUISHED PRIVATE COLLECTION
richard diebenkorn ,Blue With Red,USD,2021.0,1,23750.0,15000.0,20000.0,Contemporary Edition
raoul de keyser ,Untitled,USD,2016.0,1,45675.0,21000.0,31500.0,POST-WAR AND CONTEMPORARY ART
georges rouault ,Qui ne se grime pas? (Miserere et guerre),USD,2017.0,1,37500.0,22500.0,31250.0,IMPRESSIONIST AND MODERN WORKS ON PAPER
dante gabriel rossetti ,A woman combing her hair; Fanny Cornforth,USD,2016.0,1,678125.0,625000.0,1000000.0,"VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART"
sir william blake richmond,"Female head study, looking up",USD,2015.0,1,7812.5,3750.0,6250.0,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
graciela hasper ,Untitled,USD,2019.0,1,9375.0,6000.0,8000.0,Latin American Art Online
giovanni battista piranesi ,"Two Plates, from: Vedute di Roma",USD,2021.0,1,3437.5,1875.0,3125.0,Old Master Prints
helen frankenthaler ,One O'Clock,USD,2019.0,1,495000.0,500000.0,700000.0,POST-WAR TO PRESENT
pablo picasso ,Trois personnages sur tremplin (A.R. 374),USD,2019.0,1,5250.0,2000.0,3000.0,Picasso Ceramics Online
sir eduardo paolozzi,Castel Lagopesole,USD,2022.0,0,0.0,5000.0,7500.0,MODERN BRITISH AND IRISH ART DAY SALE
pablo picasso ,Motif spiralé (A.R. 404),USD,2019.0,1,7500.0,2500.0,3500.0,Picasso Ceramics Online
andré beaurepaire ,Projet de décors pour des tableaux japonisants,USD,2022.0,1,1587.6,1050.0,1575.0,Roland Petit & Zizi Jeanmaire : Un patrimoine pour la danse
christopher wool ,Untitled,USD,2018.0,1,8262500.0,7500000.0,9500000.0,POST-WAR AND CONTEMPORARY ART EVENING SALE
giovanni battista piranesi ,Veduta della Piazza del Campidoglio,USD,2014.0,1,1093.75,1000.0,1500.0,PRINTS & MULTIPLES
daan van golden ,B.B.,USD,2020.0,1,5906.25,5250.0,7350.0,Post-War & Contemporary Art: Amsterdam
maqbool fida husain ,Untitled,USD,2017.0,1,18750.0,12500.0,18750.0,SOUTH ASIAN MODERN + CONTEMPORARY ART
sir eduardo paolozzi,Berlin,USD,2018.0,1,37500.0,18750.0,31250.0,MODERN BRITISH ART DAY SALE
henri lebasque ,"Cannes, parasol bleu et tentes",USD,2012.0,1,98500.0,80000.0,120000.0,IMPRESSIONIST AND MODERN ART DAY SALE
donald judd ,"TWO 'NO. 45' CHAIRS, DESIGNED 1984",USD,2016.0,1,21250.0,8000.0,10000.0,FIRST OPEN| HOME
pablo picasso ,Scène de plage (A.R. 391),USD,2018.0,1,5625.0,2500.0,3500.0,Picasso Ceramics: Including Property from the Collection of Joan A. Mendell
pablo picasso ,Chouette (A.R. 543),USD,2019.0,1,40000.0,12000.0,18000.0,Picasso Ceramics
pablo picasso ,Visage dans un ovale (A.R. 275),USD,2018.0,1,10937.5,5000.0,7500.0,Picasso Ceramics - Online
edward weston ,"Dunes, Oceano, 1936",USD,2015.0,1,118750.0,100000.0,150000.0,20/21 PHOTOGRAPHS
william aiken walker ,The Cotton Field,USD,2015.0,1,35000.0,6000.0,8000.0,AMERICAN ART
"david jagger, r.p. ",Model Resting,USD,2020.0,1,187500.0,75000.0,100000.0,MODERN BRITISH ART
ben nicholson ,1944 (still life),USD,2021.0,1,203125.0,100000.0,150000.0,MODERN BRITISH AND IRISH ART DAY SALE
sherrie levine ,After Man Ray,USD,2013.0,1,20000.0,7000.0,10000.0,FIRST OPEN
anthony thieme ,"Rooftops, Gloucester",USD,2019.0,1,16250.0,12000.0,18000.0,American Art Online
dame elisabeth frink,Warrior II,USD,2013.0,1,31250.0,25000.0,37500.0,MODERN BRITISH AND IRISH ART DAY SALE
jean hugo ,A farmyard; and Cows in a meadow,USD,2018.0,1,4062.5,1875.0,2500.0,"Old Master Works on Paper: Prints and Drawings for under £5,000"
robert filliou ,La Couleur des Langues,USD,2019.0,1,9843.75,4200.0,6300.0,POST-WAR AND CONTEMPORARY ART VENTE DU JOUR
william herbert dunton ,The Cow-puncher,USD,2017.0,1,8125.0,7000.0,10000.0,American Art Online
maurice utrillo ,Rue du Mont-Cenis à Montmartre,USD,2013.0,1,379575.0,210000.0,315000.0,ART IMPRESSIONNISTE ET MODERNE
joel shapiro ,Untitled,USD,2017.0,1,6875.0,3000.0,5000.0,THE COLLECTION OF PAUL F. WALTER
chaïm soutine ,Glaïeuls,USD,2019.0,1,218750.0,125000.0,187500.0,IMPRESSIONIST AND MODERN ART DAY SALE
rudolf stingel ,Untitled,USD,2018.0,1,3310937.5,3500000.0,4375000.0,POST-WAR AND CONTEMPORARY ART EVENING AUCTION
nathan oliveira ,Couple and Light,USD,2014.0,1,23625.0,21000.0,31500.0,COLLECTION WILLEM PEPPLER
edmund blair leighton ,A Favour,USD,2019.0,1,21875.0,18750.0,31250.0,"BRITISH ART: VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
gino severini ,Saint Laurent de Brindes,USD,2012.0,1,2343.75,1875.0,2500.0,IMPRESSIONIST/MODERN
pablo picasso ,Le déjeuner sur l'herbe (A.R. 517),USD,2017.0,1,137500.0,70000.0,100000.0,Picasso Ceramics
dora maar ,"Les années vous guettent, 1936",USD,2015.0,1,341775.0,105000.0,157500.0,COLLECTION SHALOM SHPILMAN VENDUE AU PROFIT DU SHPILMAN INSTITUTE FOR PHOTOGRAPHY
terry pope ,Space Improvisation Drawing,USD,2017.0,1,3750.0,1875.0,3125.0,Modern/British Art Online
arthur wardle ,A springer spaniel,USD,2013.0,1,4375.0,2500.0,3750.0,SPORTING & WILDLIFE ART
francisco de goya y lucientes ,The Chinchillas (Los Chinchillas) Plate 50 from: Los Caprichos,USD,2020.0,1,3750.0,3000.0,5000.0,The Sleep of Reason: Francisco Goya’s Los Caprichos
howard hodgkin ,"In Touch / Checking In, from: The Way We Live Now",USD,2019.0,1,1250.0,1250.0,2500.0,Feelings in Colour: The Graphic Art of Howard Hodgkin
bruce nauman ,Partial Truth,USD,2013.0,1,37500.0,20000.0,30000.0,POST-WAR & CONTEMPORARY AFTERNOON SESSION
hector poleo ,Los novios,USD,2018.0,1,137500.0,120000.0,180000.0,LATIN AMERICAN ART
louise nevelson ,Moon-Star Zag XII,USD,2015.0,1,149000.0,60000.0,80000.0,FIRST OPEN/ NYC
gunther gerzso ,Tihuanacu Revisited,USD,2022.0,0,0.0,25000.0,35000.0,Latin American Art Online
edward weston ,"Head of an Italian Girl (Tina Modotti), 1921",USD,2014.0,1,177975.0,157500.0,210000.0,COLLECTION KASPAR M. FLEISCHMANN VENDUE AU PROFIT DU CENTRE DE PHOTOGRAPHIE DE L'UNIVERSITÉ DE ZURICH
camille pissarro ,Fiacres sur le Boulevard Montmartre,USD,2015.0,1,485000.0,150000.0,250000.0,IMPRESSIONIST AND MODERN WORKS ON PAPER INCLUDING PROPERTY FROM THE JOHN C. WHITEHEAD COLLECTION
joe tilson,Giant Steps,USD,2020.0,1,26562.5,12500.0,18750.0,MODERN BRITISH ART DAY SALE
louis soutter ,Tableau étude,USD,2012.0,1,9180.0,6120.0,8160.0,SWISS ART
paul cesar helleu ,Portraits de Marthe Letellier et d'Ellen Helleu,USD,2012.0,1,13125.0,7350.0,10500.0,RENDEZ-VOUS - INTÉRIEURS CONTEMPORAINS
hans rudolf giger ,"Passage XXV, 1972",USD,2015.0,1,122400.0,20400.0,25500.0,SWISS ART
myles birket foster ,"A girl in a conservatory, traditionally identified as the artist's daughter",USD,2016.0,1,13281.25,5000.0,7500.0,"VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART"
harm kamerlingh onnes ,"Voorjaar; the artist's holiday cottage, Terschelling",USD,2012.0,1,2100.0,1260.0,1680.0,"NINETEEN TO NOW, INCL. TOPOGRAPHICAL OBSERVATIONS"
ben nicholson ,King Charles' Statue,USD,2018.0,1,6250.0,6250.0,10000.0,MODERN BRITISH ART DAY SALE
herbert gustave schmalz ,Eve in exile,USD,2018.0,1,70312.5,37500.0,62500.0,VICTORIAN PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART
parviz tanavoli ,Heech,USD,2018.0,1,50000.0,40000.0,60000.0,DUBAI: POST WAR AND CONTEMPORARY ART
frank stella ,Sacramento Mall Proposal #1,USD,2014.0,1,1805000.0,1500000.0,2000000.0,POST-WAR AND CONTEMPORARY MORNING SESSION
andy warhol ,Brillo Soap Pads Box,USD,2020.0,1,479062.5,375000.0,625000.0,POST-WAR AND CONTEMPORARY ART EVENING SALE
lyonel feininger ,"Cape ""Thistle""",USD,2018.0,1,51250.0,30000.0,40000.0,"THE COLLECTION OF PEGGY AND DAVID ROCKEFELLER: FINE ART, DAY SALE"
pablo picasso ,Visage no. 179 (A.R. 490),USD,2019.0,1,10000.0,3000.0,5000.0,Picasso Ceramics Online
irving penn ,"Mrs. WM. Rhinelander Stewart, New York, 1948",USD,2019.0,1,9187.5,7350.0,9450.0,PHOTOGRAPHIES
sir william russell flint,Mountainous landscape,USD,2014.0,1,4687.5,3750.0,6250.0,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
jean cocteau ,Ronde de trois danseuses,USD,2020.0,1,3437.5,1500.0,2250.0,Joie de Vivre: Modern Art and the Riviera
louise nevelson ,Sky Cathedral's Presence I,USD,2017.0,1,492500.0,250000.0,350000.0,POST-WAR & CONTEMPORARY ART
pablo picasso ,Service de scènes de corrida: Paseo (A.R. 424); Pase de cape (A.R. 425); Picador (A.R. 426); Banderilleros (A.R. 427); Pase de muleta (A.R. 428); Cogida (A.R. 429); L'estocado (A.R. 430); Arrastro (A.R. 431),USD,2019.0,1,75000.0,60000.0,80000.0,Picasso Ceramics
albert bierstadt ,European Coast,USD,2022.0,1,62500.0,60000.0,80000.0,19TH CENTURY AMERICAN ART
helen frankenthaler ,Walking Rain,USD,2015.0,1,3500.0,2000.0,3000.0,FIRST IMPRESSION
mat collishaw ,"Burnt Almonds, Heinrich & Eva",USD,2019.0,1,4375.0,6250.0,8750.0,THE GEORGE MICHAEL COLLECTION EVENING AUCTION
richard artschwager ,"No. 5, from: Untitled (1000 Cubic Inches) (Parkett 46)",USD,2013.0,1,781.25,1250.0,2500.0,PARKETT: FIRST FIFTY EDITIONS 1984-1997
tony bevan,Headache,USD,2020.0,1,10156.25,5000.0,7500.0,MODERN BRITISH ART DAY SALE
henri matisse ,Banannier (Tahiti),USD,2021.0,1,11875.0,5000.0,7000.0,"Matisse on Paper: Prints & Drawings from the Estate of Jacquelyn Miller Matisse, Online"
john rankine barclay ,Amusette,USD,2016.0,1,7812.5,3750.0,6250.0,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
ed ruscha ,Untitled,USD,2017.0,1,67187.5,56250.0,81250.0,POST-WAR AND CONTEMPORARY ART DAY AUCTION
pablo picasso ,"Minotaur, buveur et femmes, from: La Suite Vollard",USD,2018.0,1,25000.0,15000.0,22500.0,PRINTS AND MULTIPLES
jacques villeglé ,Rue de l'Ave Maria,USD,2021.0,1,15750.0,8400.0,12600.0,The Curator’s Eye: The Collection of Professor Dr Karin von Maur
albert anker ,"Die kleine Näherin, 1908",USD,2018.0,1,89250.0,81600.0,122400.0,SWISS ART SALE
ruth asawa ,"Untitled (S.360, Hanging Single-Section, Reversible Open-Window Form)",USD,2021.0,1,562500.0,200000.0,300000.0,POST-WAR AND CONTEMPORARY ART DAY SALE
bill woodrow,Small Stuenes Oscillator 24,USD,2017.0,1,2031.25,1250.0,1875.0,MODERN BRITISH & IRISH ART
pablo picasso ,"Salomé, from La Suite des Saltimbanques",USD,2021.0,1,5625.0,4000.0,6000.0,A Graphic Century - 1875-1975
sir peter markham scott ,Nene geese,USD,2014.0,1,3750.0,3750.0,6250.0,SPORTING & WILDLIFE ART
henry moore ,Reclining Nude: Crossed Feet,USD,2017.0,1,125000.0,75000.0,112500.0,MODERN BRITISH & IRISH ART DAY SALE
aristide maillol ,Nu allongé,USD,2019.0,1,40687.5,7350.0,10500.0,"OEUVRES MODERNES SUR PAPIER, INCLUANT DES OEUVRES DE LA COLLECTION JEAN BONNA"
ben nicholson ,Still life,USD,2014.0,1,70312.5,62500.0,100000.0,MODERN BRITISH & IRISH ART DAY SALE
george minne ,David,USD,2020.0,1,18750.0,7500.0,10000.0,IMPRESSIONIST & MODERN ART DAY SALE
manolo millares ,Cuadro 116,USD,2014.0,1,145625.0,150000.0,225000.0,POST-WAR AND CONTEMPORARY ART DAY AUCTION
peter doig ,Cobourg 3+1 more,USD,2013.0,1,626500.0,200000.0,300000.0,FIRST OPEN
lindsay bernard hall ,"The Old Soup Kitchen, Oberammergau Monastery",USD,2015.0,1,2343.75,2500.0,3750.0,AUSTRALIAN ART
everett shinn ,Paris Music Hall,USD,2021.0,1,16250.0,10000.0,15000.0,AMERICAN ART
ken howard,"Meloney Resting, South Bolton Gardens",USD,2017.0,1,17187.5,12500.0,18750.0,MODERN BRITISH & IRISH ART
emilio sánchez ,Edificio Miramar,USD,2019.0,1,16250.0,5000.0,7000.0,Latin American Art Online
edward weston ,"Nu, 1925",USD,2013.0,1,2231.25,1050.0,1575.0,AGATHE GAILLARD ET LA PHOTOGRAPHIE : UNE PIONNIÈRE À PARIS
aristide maillol ,Jeune fille accroupie se tenant un pied,USD,2013.0,1,76562.5,25000.0,37500.0,IMPRESSIONIST/MODERN DAY SALE
moïse kisling ,"Céret, vue sur le Canigou",USD,2021.0,1,250000.0,80000.0,120000.0,IMPRESSIONIST & MODERN ART DAY SALE
julius olsson ,Stockholm Harbour,USD,2013.0,1,2500.0,1250.0,1875.0,"VICTORIAN, BRITISH AND IMPRESSIONIST ART"
marc chagall ,La joie du berger pour Ingrid et Alfred,USD,2019.0,1,50000.0,43750.0,56250.0,IMPRESSIONIST AND MODERN WORKS ON PAPER
karel appel ,Tempêste Flambant comme un Insect,USD,2016.0,1,240975.0,210000.0,315000.0,POST-WAR AND CONTEMPORARY ART
adriaen jansz. van ostade ,Peasant in a pointed Fur Cap,USD,2017.0,1,2187.5,1875.0,3125.0,PRINTS & MULTIPLES
david hockney ,"Slow Forest, from: Some New Prints",USD,2020.0,1,10937.5,3750.0,6250.0,Prints & Multiples: Modern to Pop
pablo picasso ,Visage de femme (A.R. 220),USD,2017.0,1,27500.0,20000.0,30000.0,Picasso Ceramics
yinka shonibare ,Girl on Globe,USD,2013.0,1,122500.0,60000.0,80000.0,FIRST OPEN
james seymour ,"On the scent; A quickening pace; and Racehorse, with jockey up",USD,2012.0,1,23437.5,1500.0,2250.0,SPORTING AND WILDLIFE ART
gerhard arij ludwig morgenstjerne munthe ,A bomschuit anchored in winter,USD,2013.0,1,5250.0,3150.0,5250.0,NINETEEN TO NOW
john frederick lewis ,"Sir Edwin Landseerwith a ghillie fishing for salmon, possibly on the river Dart, near Holne, Devon",USD,2016.0,1,45312.5,37500.0,62500.0,"VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART"
francis picabia ,Study of a nude,USD,2016.0,1,4593.75,3150.0,5250.0,MODERN ART
jean cocteau ,Profil tourné vers la gauche,USD,2012.0,1,3437.5,3125.0,3750.0,IMPRESSIONIST/MODERN
keith haring ,Busted Head,USD,2020.0,1,203125.0,62500.0,87500.0,POST-WAR AND CONTEMPORARY ART DAY SALE
joe bradley ,Untitled,USD,2020.0,1,112500.0,70000.0,100000.0,Vice
charles camoin ,L'Embarcadère du ferry-boat à Marseille,USD,2020.0,1,27500.0,15000.0,20000.0,IMPRESSIONIST & MODERN ART DAY SALE
paul signac ,"Paris, la Seine au Pont des Saint-Pères",USD,2013.0,1,32500.0,20000.0,30000.0,IMPRESSIONIST & MODERN WORKS ON PAPER SALE
diane arbus ,"Untitled (6), 1970-1971",USD,2022.0,1,10710.0,8000.0,12000.0,Photographs from the Richard Gere Collection
richard artschwager ,Untitled,USD,2020.0,1,750.0,2000.0,3000.0,Christie's 100
william roberts,The Swans,USD,2016.0,1,54687.5,31250.0,43750.0,MODERN BRITISH & IRISH ART DAY SALE
isaac rosenberg ,Self-portrait,USD,2015.0,1,105125.0,25000.0,37500.0,"MODERN BRITISH AND IRISH ART DAY SALE, LONDON"
joan miró ,"Personnages, oiseau",USD,2015.0,1,29687.5,15000.0,22500.0,IMPRESSIONIST & MODERN ART
günther förg ,Untitled,USD,2020.0,1,312500.0,250000.0,375000.0,Dialogues: Modern and Contemporary Art
dylan lewis ,Standing leopard III maquette,USD,2019.0,1,25000.0,8750.0,12500.0,DYLAN LEWIS: SHAPESHIFTING
wassily kandinsky ,Kleine Welten X,USD,2016.0,1,4375.0,4000.0,6000.0,PRINTS & MULTIPLES
nadín ospina ,Vasija ritual,USD,2018.0,1,5000.0,4000.0,6000.0,Latin American Art Online
raoul dufy ,Côte Basse,USD,2016.0,1,103425.0,84000.0,126000.0,MODERN ART
antony gormley ,State III,USD,2016.0,1,393125.0,312500.0,437500.0,POST-WAR AND CONTEMPORARY ART DAY AUCTION
john chamberlain ,Air Diamonds,USD,2017.0,1,985937.5,875000.0,1250000.0,POST-WAR AND CONTEMPORARY ART EVENING AUCTION
william louis sonntag ,Evening on the Susquehanna,USD,2017.0,1,18750.0,20000.0,30000.0,PALMETTO HALL: THE JAY P. ALTMAYER FAMILY COLLECTION
georges rouault ,Clown au bonnet blanc,USD,2017.0,1,109375.0,87500.0,112500.0,IMPRESSIONIST AND MODERN ART DAY SALE
fred deux ,Les demeures de l'être,USD,2019.0,1,11812.5,2100.0,3150.0,POST-WAR AND CONTEMPORARY ART VENTE DU JOUR
peter sedgley ,Spring,USD,2019.0,1,4375.0,4375.0,6875.0,POST-WAR AND CONTEMPORARY ART DAY AUCTION
pablo picasso ,Picador (A.R. 160),USD,2017.0,1,5000.0,1875.0,3125.0,Picasso Ceramics
"frederic, lord leighton. ",The Sluggard,USD,2016.0,1,39062.5,31250.0,50000.0,"VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART"
cy twombly ,Leda and the Swan,USD,2017.0,1,52887500.0,35000000.0,55000000.0,POST-WAR AND CONTEMPORARY ART EVENING SALE
camille bombois ,Jeune fille sautant à la corde,USD,2016.0,1,15625.0,12500.0,18750.0,IMPRESSIONIST & MODERN ART & PICASSO CERAMICS
